goterms	description	ontology	search_term
GO:0002410	plasmacytoid dendritic cell chemotaxis	biological_process	dendritic
GO:0002408	myeloid dendritic cell chemotaxis	biological_process	dendritic
GO:0001773	myeloid dendritic cell activation	biological_process	dendritic
GO:0002266	follicular dendritic cell activation	biological_process	dendritic
GO:0002270	plasmacytoid dendritic cell activation	biological_process	dendritic
GO:0002273	plasmacytoid dendritic cell differentiation	biological_process	dendritic
GO:0002268	follicular dendritic cell differentiation	biological_process	dendritic
GO:0099123	somato-dendritic dopamine secretion	biological_process	dendritic
GO:0098939	dendritic transport of mitochondrion	biological_process	dendritic
GO:0098886	modification of dendritic spine	biological_process	dendritic
GO:0043011	myeloid dendritic cell differentiation	biological_process	dendritic
GO:2000548	negative regulation of dendritic cell dendrite assembly	biological_process	dendritic
GO:2000549	positive regulation of dendritic cell dendrite assembly	biological_process	dendritic
GO:0098961	dendritic transport of ribonucleoprotein complex	biological_process	dendritic
GO:2001198	regulation of dendritic cell differentiation	biological_process	dendritic
GO:2000508	regulation of dendritic cell chemotaxis	biological_process	dendritic
GO:1902950	regulation of dendritic spine maintenance	biological_process	dendritic
GO:0061001	regulation of dendritic spine morphogenesis	biological_process	dendritic
GO:0097029	mature conventional dendritic cell differentiation	biological_process	dendritic
GO:0060998	regulation of dendritic spine development	biological_process	dendritic
GO:0098972	anterograde dendritic transport of mitochondrion	biological_process	dendritic
GO:0098959	retrograde dendritic transport of mitochondrion	biological_process	dendritic
GO:0098963	dendritic transport of messenger ribonucleoprotein complex	biological_process	dendritic
GO:2001199	negative regulation of dendritic cell differentiation	biological_process	dendritic
GO:2000509	negative regulation of dendritic cell chemotaxis	biological_process	dendritic
GO:2000510	positive regulation of dendritic cell chemotaxis	biological_process	dendritic
GO:2000527	regulation of myeloid dendritic cell chemotaxis	biological_process	dendritic
GO:2001200	positive regulation of dendritic cell differentiation	biological_process	dendritic
GO:1902952	positive regulation of dendritic spine maintenance	biological_process	dendritic
GO:1902951	negative regulation of dendritic spine maintenance	biological_process	dendritic
GO:0061002	negative regulation of dendritic spine morphogenesis	biological_process	dendritic
GO:0061003	positive regulation of dendritic spine morphogenesis	biological_process	dendritic
GO:0061000	negative regulation of dendritic spine development	biological_process	dendritic
GO:1905126	regulation of axo-dendritic protein transport	biological_process	dendritic
GO:0060999	positive regulation of dendritic spine development	biological_process	dendritic
GO:0030885	regulation of myeloid dendritic cell activation	biological_process	dendritic
GO:0098964	anterograde dendritic transport of messenger ribonucleoprotein complex	biological_process	dendritic
GO:2000529	positive regulation of myeloid dendritic cell chemotaxis	biological_process	dendritic
GO:2000528	negative regulation of myeloid dendritic cell chemotaxis	biological_process	dendritic
GO:1905127	negative regulation of axo-dendritic protein transport	biological_process	dendritic
GO:1905128	positive regulation of axo-dendritic protein transport	biological_process	dendritic
GO:0098971	anterograde dendritic transport of neurotransmitter receptor complex	biological_process	dendritic
GO:0030887	positive regulation of myeloid dendritic cell activation	biological_process	dendritic
GO:0030886	negative regulation of myeloid dendritic cell activation	biological_process	dendritic
GO:0039673	evasion by virus of host dendritic cell activity	biological_process	dendritic
GO:1902286	semaphorin-plexin signaling pathway involved in dendrite guidance	biological_process	dendritic
GO:0140418	effector-mediated modulation of host process by symbiont	biological_process	effector
GO:0140415	effector-mediated modulation of host defenses by symbiont	biological_process	effector
GO:0034055	effector-mediated activation of programmed cell death in host	biological_process	effector
GO:0141017	effector-mediated induction of cell cycle reactivation in host	biological_process	effector
GO:0141177	symbiont-mediated evasion of recognition by host innate immune effector	biological_process	effector
GO:0140502	effector-mediated suppression of host salicylic acid-mediated innate immune signaling	biological_process	effector
GO:0072417	response to spindle checkpoint signaling	biological_process	effector
GO:0072402	response to DNA integrity checkpoint signaling	biological_process	effector
GO:0072461	response to meiotic recombination checkpoint signaling	biological_process	effector
GO:0072485	response to spindle assembly checkpoint signaling	biological_process	effector
GO:0072423	response to DNA damage checkpoint signaling	biological_process	effector
GO:0072438	response to DNA replication checkpoint signaling	biological_process	effector
GO:0072464	response to meiotic spindle assembly checkpoint signaling	biological_process	effector
GO:0072410	response to meiotic cell cycle checkpoint signaling	biological_process	effector
GO:0072441	response to meiotic DNA replication checkpoint signaling	biological_process	effector
GO:1902153	regulation of response to DNA damage checkpoint signaling	biological_process	effector
GO:1902151	regulation of response to DNA integrity checkpoint signaling	biological_process	effector
GO:0072429	response to intra-S DNA damage checkpoint signaling	biological_process	effector
GO:0072482	response to mitotic cell cycle spindle orientation checkpoint signaling	biological_process	effector
GO:0072426	response to G2 DNA damage checkpoint signaling	biological_process	effector
GO:1902157	regulation of response to G2 DNA damage checkpoint signaling	biological_process	effector
GO:0072470	response to cell size control checkpoint signaling	biological_process	effector
GO:0072476	response to mitotic spindle checkpoint signaling	biological_process	effector
GO:0072449	response to G1 cell size control checkpoint signaling	biological_process	effector
GO:0072479	response to mitotic cell cycle spindle assembly checkpoint signaling	biological_process	effector
GO:0072444	response to mitotic DNA replication checkpoint signaling	biological_process	effector
GO:0072432	response to G1 DNA damage checkpoint signaling	biological_process	effector
GO:0072452	response to G2 transition size control checkpoint signaling	biological_process	effector
GO:1902155	regulation of response to G1 DNA damage checkpoint signaling	biological_process	effector
GO:0072396	response to cell cycle checkpoint signaling	biological_process	effector
GO:0072435	response to mitotic G2 DNA damage checkpoint signaling	biological_process	effector
GO:0072414	response to mitotic cell cycle checkpoint signaling	biological_process	effector
GO:1902145	regulation of response to cell cycle checkpoint signaling	biological_process	effector
GO:1902152	positive regulation of response to DNA integrity checkpoint signaling	biological_process	effector
GO:1902154	positive regulation of response to DNA damage checkpoint signaling	biological_process	effector
GO:1902158	positive regulation of response to G2 DNA damage checkpoint signaling	biological_process	effector
GO:1902156	positive regulation of response to G1 DNA damage checkpoint signaling	biological_process	effector
GO:1902146	positive regulation of response to cell cycle checkpoint signaling	biological_process	effector
GO:0104004	cellular response to environmental stimulus	biological_process	environmental%20stimulus
GO:0090648	response to environmental enrichment	biological_process	environmental%20stimulus
GO:0048651	polyphenic determination, influence by environmental factors	biological_process	environmental%20stimulus
GO:0048650	caste determination, influence by environmental factors	biological_process	environmental%20stimulus
GO:0051606	detection of stimulus	biological_process	environmental%20stimulus
GO:0016048	detection of temperature stimulus	biological_process	environmental%20stimulus
GO:0043575	detection of osmotic stimulus	biological_process	environmental%20stimulus
GO:0034289	detection of maltose stimulus	biological_process	environmental%20stimulus
GO:0034288	detection of disaccharide stimulus	biological_process	environmental%20stimulus
GO:0034287	detection of monosaccharide stimulus	biological_process	environmental%20stimulus
GO:0051716	cellular response to stimulus	biological_process	environmental%20stimulus
GO:0050982	detection of mechanical stimulus	biological_process	environmental%20stimulus
GO:0050981	detection of electrical stimulus	biological_process	environmental%20stimulus
GO:0050889	determination of stimulus intensity	biological_process	environmental%20stimulus
GO:0050888	determination of stimulus location	biological_process	environmental%20stimulus
GO:0009721	detection of auxin stimulus	biological_process	environmental%20stimulus
GO:0009720	detection of hormone stimulus	biological_process	environmental%20stimulus
GO:0009722	detection of cytokinin stimulus	biological_process	environmental%20stimulus
GO:0009719	response to endogenous stimulus	biological_process	environmental%20stimulus
GO:0009732	detection of hexose stimulus	biological_process	environmental%20stimulus
GO:0009731	detection of sucrose stimulus	biological_process	environmental%20stimulus
GO:0009730	detection of carbohydrate stimulus	biological_process	environmental%20stimulus
GO:0009729	detection of brassinosteroid stimulus	biological_process	environmental%20stimulus
GO:0009727	detection of ethylene stimulus	biological_process	environmental%20stimulus
GO:0009726	detection of endogenous stimulus	biological_process	environmental%20stimulus
GO:0009410	response to xenobiotic stimulus	biological_process	environmental%20stimulus
GO:0009416	response to light stimulus	biological_process	environmental%20stimulus
GO:0009612	response to mechanical stimulus	biological_process	environmental%20stimulus
GO:0009595	detection of biotic stimulus	biological_process	environmental%20stimulus
GO:0009593	detection of chemical stimulus	biological_process	environmental%20stimulus
GO:0009581	detection of external stimulus	biological_process	environmental%20stimulus
GO:0009583	detection of light stimulus	biological_process	environmental%20stimulus
GO:0009582	detection of abiotic stimulus	biological_process	environmental%20stimulus
GO:0009991	response to extracellular stimulus	biological_process	environmental%20stimulus
GO:0010996	response to auditory stimulus	biological_process	environmental%20stimulus
GO:0061670	evoked neurotransmitter secretion	biological_process	environmental%20stimulus
GO:0061669	spontaneous neurotransmitter secretion	biological_process	environmental%20stimulus
GO:0031668	cellular response to extracellular stimulus	biological_process	environmental%20stimulus
GO:0071216	cellular response to biotic stimulus	biological_process	environmental%20stimulus
GO:0071214	cellular response to abiotic stimulus	biological_process	environmental%20stimulus
GO:0071370	cellular response to gibberellin stimulus	biological_process	environmental%20stimulus
GO:0071371	cellular response to gonadotropin stimulus	biological_process	environmental%20stimulus
GO:0071377	cellular response to glucagon stimulus	biological_process	environmental%20stimulus
GO:0071379	cellular response to prostaglandin stimulus	biological_process	environmental%20stimulus
GO:0071365	cellular response to auxin stimulus	biological_process	environmental%20stimulus
GO:0071369	cellular response to ethylene stimulus	biological_process	environmental%20stimulus
GO:0071367	cellular response to brassinosteroid stimulus	biological_process	environmental%20stimulus
GO:0071368	cellular response to cytokinin stimulus	biological_process	environmental%20stimulus
GO:0071394	cellular response to testosterone stimulus	biological_process	environmental%20stimulus
GO:0071392	cellular response to estradiol stimulus	biological_process	environmental%20stimulus
GO:0071393	cellular response to progesterone stimulus	biological_process	environmental%20stimulus
GO:0071391	cellular response to estrogen stimulus	biological_process	environmental%20stimulus
GO:0071384	cellular response to corticosteroid stimulus	biological_process	environmental%20stimulus
GO:0071387	cellular response to cortisol stimulus	biological_process	environmental%20stimulus
GO:0071388	cellular response to cortisone stimulus	biological_process	environmental%20stimulus
GO:0071385	cellular response to glucocorticoid stimulus	biological_process	environmental%20stimulus
GO:0071386	cellular response to corticosterone stimulus	biological_process	environmental%20stimulus
GO:0071389	cellular response to mineralocorticoid stimulus	biological_process	environmental%20stimulus
GO:0071332	cellular response to fructose stimulus	biological_process	environmental%20stimulus
GO:0071333	cellular response to glucose stimulus	biological_process	environmental%20stimulus
GO:0071331	cellular response to hexose stimulus	biological_process	environmental%20stimulus
GO:0071334	cellular response to rhamnose stimulus	biological_process	environmental%20stimulus
GO:0071322	cellular response to carbohydrate stimulus	biological_process	environmental%20stimulus
GO:0071325	cellular response to mannitol stimulus	biological_process	environmental%20stimulus
GO:0071326	cellular response to monosaccharide stimulus	biological_process	environmental%20stimulus
GO:0071324	cellular response to disaccharide stimulus	biological_process	environmental%20stimulus
GO:0071329	cellular response to sucrose stimulus	biological_process	environmental%20stimulus
GO:0071327	cellular response to trehalose stimulus	biological_process	environmental%20stimulus
GO:0071328	cellular response to maltose stimulus	biological_process	environmental%20stimulus
GO:0048583	regulation of response to stimulus	biological_process	environmental%20stimulus
GO:0051467	detection of steroid hormone stimulus	biological_process	environmental%20stimulus
GO:0051468	detection of glucocorticoid hormone stimulus	biological_process	environmental%20stimulus
GO:0097069	cellular response to thyroxine stimulus	biological_process	environmental%20stimulus
GO:0090429	detection of endogenous biotic stimulus	biological_process	environmental%20stimulus
GO:0098581	detection of external biotic stimulus	biological_process	environmental%20stimulus
GO:0050953	sensory perception of light stimulus	biological_process	environmental%20stimulus
GO:0050954	sensory perception of mechanical stimulus	biological_process	environmental%20stimulus
GO:0050951	sensory perception of temperature stimulus	biological_process	environmental%20stimulus
GO:0050952	sensory perception of electrical stimulus	biological_process	environmental%20stimulus
GO:0032870	cellular response to hormone stimulus	biological_process	environmental%20stimulus
GO:0032869	cellular response to insulin stimulus	biological_process	environmental%20stimulus
GO:0062035	sensory perception of cold stimulus	biological_process	environmental%20stimulus
GO:0062036	sensory perception of hot stimulus	biological_process	environmental%20stimulus
GO:0043207	response to external biotic stimulus	biological_process	environmental%20stimulus
GO:0070887	cellular response to chemical stimulus	biological_process	environmental%20stimulus
GO:0009724	detection of abscisic acid stimulus	biological_process	environmental%20stimulus
GO:0009754	detection of jasmonic acid stimulus	biological_process	environmental%20stimulus
GO:0009752	detection of salicylic acid stimulus	biological_process	environmental%20stimulus
GO:0009728	detection of gibberellic acid stimulus	biological_process	environmental%20stimulus
GO:0071773	cellular response to BMP stimulus	biological_process	environmental%20stimulus
GO:0071495	cellular response to endogenous stimulus	biological_process	environmental%20stimulus
GO:0071496	cellular response to external stimulus	biological_process	environmental%20stimulus
GO:0071482	cellular response to light stimulus	biological_process	environmental%20stimulus
GO:0071462	cellular response to water stimulus	biological_process	environmental%20stimulus
GO:0071418	cellular response to amine stimulus	biological_process	environmental%20stimulus
GO:0071549	cellular response to dexamethasone stimulus	biological_process	environmental%20stimulus
GO:0071502	cellular response to temperature stimulus	biological_process	environmental%20stimulus
GO:0007606	sensory perception of chemical stimulus	biological_process	environmental%20stimulus
GO:0071872	cellular response to epinephrine stimulus	biological_process	environmental%20stimulus
GO:0071870	cellular response to catecholamine stimulus	biological_process	environmental%20stimulus
GO:0071874	cellular response to norepinephrine stimulus	biological_process	environmental%20stimulus
GO:0071868	cellular response to monoamine stimulus	biological_process	environmental%20stimulus
GO:0044320	cellular response to leptin stimulus	biological_process	environmental%20stimulus
GO:1990416	cellular response to brain-derived neurotrophic factor stimulus	biological_process	environmental%20stimulus
GO:0071259	cellular response to magnetism	biological_process	environmental%20stimulus
GO:0071258	cellular response to gravity	biological_process	environmental%20stimulus
GO:0048545	response to steroid hormone	biological_process	environmental%20stimulus
GO:0071364	cellular response to epidermal growth factor stimulus	biological_process	environmental%20stimulus
GO:0036120	cellular response to platelet-derived growth factor stimulus	biological_process	environmental%20stimulus
GO:0097066	response to thyroid hormone	biological_process	environmental%20stimulus
GO:0060416	response to growth hormone	biological_process	environmental%20stimulus
GO:0035729	cellular response to hepatocyte growth factor stimulus	biological_process	environmental%20stimulus
GO:0070848	response to growth factor	biological_process	environmental%20stimulus
GO:0043200	response to amino acid	biological_process	environmental%20stimulus
GO:0055094	response to lipoprotein particle	biological_process	environmental%20stimulus
GO:0080021	response to benzoic acid	biological_process	environmental%20stimulus
GO:0010114	response to red light	biological_process	environmental%20stimulus
GO:0009753	response to jasmonic acid	biological_process	environmental%20stimulus
GO:0009737	response to abscisic acid	biological_process	environmental%20stimulus
GO:0034699	response to luteinizing hormone	biological_process	environmental%20stimulus
GO:0034697	response to prostaglandin I	biological_process	environmental%20stimulus
GO:0034696	response to prostaglandin F	biological_process	environmental%20stimulus
GO:0034695	response to prostaglandin E	biological_process	environmental%20stimulus
GO:0071798	response to prostaglandin D	biological_process	environmental%20stimulus
GO:0071446	cellular response to salicylic acid stimulus	biological_process	environmental%20stimulus
GO:0071420	cellular response to histamine	biological_process	environmental%20stimulus
GO:0044344	cellular response to fibroblast growth factor stimulus	biological_process	environmental%20stimulus
GO:0071215	cellular response to abscisic acid stimulus	biological_process	environmental%20stimulus
GO:0071217	cellular response to external biotic stimulus	biological_process	environmental%20stimulus
GO:0071230	cellular response to amino acid stimulus	biological_process	environmental%20stimulus
GO:0002831	regulation of response to biotic stimulus	biological_process	environmental%20stimulus
GO:0071380	cellular response to prostaglandin E stimulus	biological_process	environmental%20stimulus
GO:0071373	cellular response to luteinizing hormone stimulus	biological_process	environmental%20stimulus
GO:0071374	cellular response to parathyroid hormone stimulus	biological_process	environmental%20stimulus
GO:0071375	cellular response to peptide hormone stimulus	biological_process	environmental%20stimulus
GO:0071378	cellular response to growth hormone stimulus	biological_process	environmental%20stimulus
GO:0071366	cellular response to indolebutyric acid stimulus	biological_process	environmental%20stimulus
GO:0071363	cellular response to growth factor stimulus	biological_process	environmental%20stimulus
GO:0071395	cellular response to jasmonic acid stimulus	biological_process	environmental%20stimulus
GO:0071383	cellular response to steroid hormone stimulus	biological_process	environmental%20stimulus
GO:0071381	cellular response to prostaglandin F stimulus	biological_process	environmental%20stimulus
GO:0071382	cellular response to prostaglandin I stimulus	biological_process	environmental%20stimulus
GO:0048584	positive regulation of response to stimulus	biological_process	environmental%20stimulus
GO:0048585	negative regulation of response to stimulus	biological_process	environmental%20stimulus
GO:0097067	cellular response to thyroid hormone stimulus	biological_process	environmental%20stimulus
GO:0032101	regulation of response to external stimulus	biological_process	environmental%20stimulus
GO:0032104	regulation of response to extracellular stimulus	biological_process	environmental%20stimulus
GO:0071799	cellular response to prostaglandin D stimulus	biological_process	environmental%20stimulus
GO:0071402	cellular response to lipoprotein particle stimulus	biological_process	environmental%20stimulus
GO:0009645	response to low light intensity stimulus	biological_process	environmental%20stimulus
GO:0010218	response to far red light	biological_process	environmental%20stimulus
GO:0006935	chemotaxis	biological_process	environmental%20stimulus
GO:0090731	cellular response to very-low-density lipoprotein particle stimulus	biological_process	environmental%20stimulus
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	biological_process	environmental%20stimulus
GO:0044752	response to human chorionic gonadotropin	biological_process	environmental%20stimulus
GO:1990089	response to nerve growth factor	biological_process	environmental%20stimulus
GO:0080094	response to trehalose-6-phosphate	biological_process	environmental%20stimulus
GO:1904048	regulation of spontaneous neurotransmitter secretion	biological_process	environmental%20stimulus
GO:0042330	taxis	biological_process	environmental%20stimulus
GO:0043052	thermotaxis	biological_process	environmental%20stimulus
GO:0010165	response to X-ray	biological_process	environmental%20stimulus
GO:0071491	cellular response to red light	biological_process	environmental%20stimulus
GO:0071483	cellular response to blue light	biological_process	environmental%20stimulus
GO:2000654	regulation of cellular response to testosterone stimulus	biological_process	environmental%20stimulus
GO:1900076	regulation of cellular response to insulin stimulus	biological_process	environmental%20stimulus
GO:1990418	response to insulin-like growth factor stimulus	biological_process	environmental%20stimulus
GO:0010202	response to low fluence red light stimulus	biological_process	environmental%20stimulus
GO:0036216	cellular response to stem cell factor stimulus	biological_process	environmental%20stimulus
GO:0120168	detection of hot stimulus involved in thermoception	biological_process	environmental%20stimulus
GO:0120169	detection of cold stimulus involved in thermoception	biological_process	environmental%20stimulus
GO:0002832	negative regulation of response to biotic stimulus	biological_process	environmental%20stimulus
GO:0002833	positive regulation of response to biotic stimulus	biological_process	environmental%20stimulus
GO:0071372	cellular response to follicle-stimulating hormone stimulus	biological_process	environmental%20stimulus
GO:0071376	cellular response to corticotropin-releasing hormone stimulus	biological_process	environmental%20stimulus
GO:0071330	cellular response to trehalose-6-phosphate stimulus	biological_process	environmental%20stimulus
GO:0002525	acute inflammatory response to non-antigenic stimulus	biological_process	environmental%20stimulus
GO:0002545	chronic inflammatory response to non-antigenic stimulus	biological_process	environmental%20stimulus
GO:0055122	response to very low light intensity stimulus	biological_process	environmental%20stimulus
GO:0001560	regulation of cell growth by extracellular stimulus	biological_process	environmental%20stimulus
GO:0050906	detection of stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:0050960	detection of temperature stimulus involved in thermoception	biological_process	environmental%20stimulus
GO:0050969	detection of chemical stimulus involved in magnetoreception	biological_process	environmental%20stimulus
GO:0050964	detection of electrical stimulus involved in electroception	biological_process	environmental%20stimulus
GO:0050971	detection of mechanical stimulus involved in magnetoreception	biological_process	environmental%20stimulus
GO:0050972	detection of mechanical stimulus involved in echolocation	biological_process	environmental%20stimulus
GO:0050970	detection of electrical stimulus involved in magnetoreception	biological_process	environmental%20stimulus
GO:0050979	magnetoreception by sensory perception of mechanical stimulus	biological_process	environmental%20stimulus
GO:0050977	magnetoreception by sensory perception of chemical stimulus	biological_process	environmental%20stimulus
GO:0050978	magnetoreception by sensory perception of electrical stimulus	biological_process	environmental%20stimulus
GO:0050973	detection of mechanical stimulus involved in equilibrioception	biological_process	environmental%20stimulus
GO:0050980	detection of light stimulus involved in magnetoreception	biological_process	environmental%20stimulus
GO:0044751	cellular response to human chorionic gonadotropin stimulus	biological_process	environmental%20stimulus
GO:0097317	invasive growth in response to biotic stimulus	biological_process	environmental%20stimulus
GO:0097318	invasive growth in response to abiotic stimulus	biological_process	environmental%20stimulus
GO:0032102	negative regulation of response to external stimulus	biological_process	environmental%20stimulus
GO:0032103	positive regulation of response to external stimulus	biological_process	environmental%20stimulus
GO:0032106	positive regulation of response to extracellular stimulus	biological_process	environmental%20stimulus
GO:0032105	negative regulation of response to extracellular stimulus	biological_process	environmental%20stimulus
GO:0071487	cellular response to low light intensity stimulus	biological_process	environmental%20stimulus
GO:0044381	glucose import in response to insulin stimulus	biological_process	environmental%20stimulus
GO:2000655	negative regulation of cellular response to testosterone stimulus	biological_process	environmental%20stimulus
GO:1990314	cellular response to insulin-like growth factor stimulus	biological_process	environmental%20stimulus
GO:1900078	positive regulation of cellular response to insulin stimulus	biological_process	environmental%20stimulus
GO:1900077	negative regulation of cellular response to insulin stimulus	biological_process	environmental%20stimulus
GO:0010203	response to very low fluence red light stimulus	biological_process	environmental%20stimulus
GO:0090287	regulation of cellular response to growth factor stimulus	biological_process	environmental%20stimulus
GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	biological_process	environmental%20stimulus
GO:0035924	cellular response to vascular endothelial growth factor stimulus	biological_process	environmental%20stimulus
GO:0098512	detection of humidity stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:0050908	detection of light stimulus involved in visual perception	biological_process	environmental%20stimulus
GO:0050907	detection of chemical stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:0050961	detection of temperature stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:0050962	detection of light stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:0050963	detection of electrical stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:0050974	detection of mechanical stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:1990781	response to immobilization stress combined with electrical stimulus	biological_process	environmental%20stimulus
GO:0071488	cellular response to very low light intensity stimulus	biological_process	environmental%20stimulus
GO:0071403	cellular response to high density lipoprotein particle stimulus	biological_process	environmental%20stimulus
GO:0071404	cellular response to low-density lipoprotein particle stimulus	biological_process	environmental%20stimulus
GO:0071560	cellular response to transforming growth factor beta stimulus	biological_process	environmental%20stimulus
GO:0140039	cell-cell adhesion in response to extracellular stimulus	biological_process	environmental%20stimulus
GO:2001112	regulation of cellular response to hepatocyte growth factor stimulus	biological_process	environmental%20stimulus
GO:0043476	pigment accumulation	biological_process	environmental%20stimulus
GO:0071490	cellular response to far red light	biological_process	environmental%20stimulus
GO:0071481	cellular response to X-ray	biological_process	environmental%20stimulus
GO:0062149	detection of stimulus involved in sensory perception of pain	biological_process	environmental%20stimulus
GO:0002880	regulation of chronic inflammatory response to non-antigenic stimulus	biological_process	environmental%20stimulus
GO:0002877	regulation of acute inflammatory response to non-antigenic stimulus	biological_process	environmental%20stimulus
GO:0090288	negative regulation of cellular response to growth factor stimulus	biological_process	environmental%20stimulus
GO:0035773	insulin secretion involved in cellular response to glucose stimulus	biological_process	environmental%20stimulus
GO:0098514	detection of high humidity stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:0098515	detection of low humidity stimulus involved in sensory perception	biological_process	environmental%20stimulus
GO:0033635	modulation by symbiont of host response to abiotic stimulus	biological_process	environmental%20stimulus
GO:0014874	response to stimulus involved in regulation of muscle adaptation	biological_process	environmental%20stimulus
GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus	biological_process	environmental%20stimulus
GO:2001113	negative regulation of cellular response to hepatocyte growth factor stimulus	biological_process	environmental%20stimulus
GO:2001114	positive regulation of cellular response to hepatocyte growth factor stimulus	biological_process	environmental%20stimulus
GO:1905890	regulation of cellular response to very-low-density lipoprotein particle stimulus	biological_process	environmental%20stimulus
GO:0009751	response to salicylic acid	biological_process	environmental%20stimulus
GO:0007636	chemosensory jump behavior	biological_process	environmental%20stimulus
GO:0071066	detection of mechanical stimulus involved in sensory perception of wind	biological_process	environmental%20stimulus
GO:0002881	negative regulation of chronic inflammatory response to non-antigenic stimulus	biological_process	environmental%20stimulus
GO:0002882	positive regulation of chronic inflammatory response to non-antigenic stimulus	biological_process	environmental%20stimulus
GO:0002878	negative regulation of acute inflammatory response to non-antigenic stimulus	biological_process	environmental%20stimulus
GO:0002879	positive regulation of acute inflammatory response to non-antigenic stimulus	biological_process	environmental%20stimulus
GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus	biological_process	environmental%20stimulus
GO:0070999	detection of mechanical stimulus involved in sensory perception of gravity	biological_process	environmental%20stimulus
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	biological_process	environmental%20stimulus
GO:0050968	detection of chemical stimulus involved in sensory perception of pain	biological_process	environmental%20stimulus
GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	biological_process	environmental%20stimulus
GO:0050967	detection of electrical stimulus involved in sensory perception of pain	biological_process	environmental%20stimulus
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	biological_process	environmental%20stimulus
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch	biological_process	environmental%20stimulus
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	biological_process	environmental%20stimulus
GO:0050912	detection of chemical stimulus involved in sensory perception of taste	biological_process	environmental%20stimulus
GO:0050910	detection of mechanical stimulus involved in sensory perception of sound	biological_process	environmental%20stimulus
GO:1903972	regulation of cellular response to macrophage colony-stimulating factor stimulus	biological_process	environmental%20stimulus
GO:0014879	detection of electrical stimulus involved in regulation of muscle adaptation	biological_process	environmental%20stimulus
GO:0014878	response to electrical stimulus involved in regulation of muscle adaptation	biological_process	environmental%20stimulus
GO:2000683	regulation of cellular response to X-ray	biological_process	environmental%20stimulus
GO:0010212	response to ionizing radiation	biological_process	environmental%20stimulus
GO:1902548	negative regulation of cellular response to vascular endothelial growth factor stimulus	biological_process	environmental%20stimulus
GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	biological_process	environmental%20stimulus
GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	biological_process	environmental%20stimulus
GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	biological_process	environmental%20stimulus
GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste	biological_process	environmental%20stimulus
GO:0001581	detection of chemical stimulus involved in sensory perception of sour taste	biological_process	environmental%20stimulus
GO:0001582	detection of chemical stimulus involved in sensory perception of sweet taste	biological_process	environmental%20stimulus
GO:0001583	detection of chemical stimulus involved in sensory perception of salty taste	biological_process	environmental%20stimulus
GO:1903973	negative regulation of cellular response to macrophage colony-stimulating factor stimulus	biological_process	environmental%20stimulus
GO:1903974	positive regulation of cellular response to macrophage colony-stimulating factor stimulus	biological_process	environmental%20stimulus
GO:0046535	detection of chemical stimulus involved in sensory perception of umami taste	biological_process	environmental%20stimulus
GO:2000684	negative regulation of cellular response to X-ray	biological_process	environmental%20stimulus
GO:2000685	positive regulation of cellular response to X-ray	biological_process	environmental%20stimulus
GO:0043434	response to peptide hormone	biological_process	environmental%20stimulus
GO:0035728	response to hepatocyte growth factor	biological_process	environmental%20stimulus
GO:0070849	response to epidermal growth factor	biological_process	environmental%20stimulus
GO:0071774	response to fibroblast growth factor	biological_process	environmental%20stimulus
GO:0010244	response to low fluence blue light stimulus by blue low-fluence system	biological_process	environmental%20stimulus
GO:1905889	positive regulation of cellular response to very-low-density lipoprotein particle stimulus	biological_process	environmental%20stimulus
GO:1905888	negative regulation of cellular response to very-low-density lipoprotein particle stimulus	biological_process	environmental%20stimulus
GO:1905787	regulation of detection of mechanical stimulus involved in sensory perception of touch	biological_process	environmental%20stimulus
GO:0061179	negative regulation of insulin secretion involved in cellular response to glucose stimulus	biological_process	environmental%20stimulus
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	biological_process	environmental%20stimulus
GO:0055121	response to high fluence blue light stimulus by blue high-fluence system	biological_process	environmental%20stimulus
GO:0036005	response to macrophage colony-stimulating factor	biological_process	environmental%20stimulus
GO:0036119	response to platelet-derived growth factor	biological_process	environmental%20stimulus
GO:0071479	cellular response to ionizing radiation	biological_process	environmental%20stimulus
GO:0071478	cellular response to radiation	biological_process	environmental%20stimulus
GO:0009637	response to blue light	biological_process	environmental%20stimulus
